delivery_distance,order_value,traffic_severity,weather_severity,is_small_basket,is_long_distance,delivery_friction_index,delivery_delay
13.56,36.75,1,4,1,1,2.5,4.97
5.39,22.99,2,1,1,0,1.5,12.14
9.13,19.59,2,4,1,0,3.0,-8.09
9.85,48.64,2,2,1,0,2.0,8.99
4.03,32.55,2,1,1,0,1.5,14.84
2.22,35.08,2,4,1,0,3.0,12.54
10.51,47.29,2,4,1,1,3.0,-0.84
6.73,16.12,2,4,1,0,3.0,13.37
6.83,24.62,1,4,1,0,2.5,4.19
11.73,35.02,3,4,1,1,3.5,3.53
8.57,49.46,3,4,1,0,3.5,6.82
7.98,15.84,3,2,1,0,2.5,19.13
2.73,6.69,3,4,1,0,3.5,0.48
10.31,22.46,2,2,1,1,2.0,6.14
13.68,47.25,2,2,1,1,2.0,-3.83
10.49,20.3,2,4,1,1,3.0,-9.2
7.84,44.47,2,4,1,0,3.0,4.75
8.55,6.69,3,4,1,0,3.5,7.95
12.54,31.17,2,4,1,1,3.0,19.5
14.85,36.67,2,2,1,1,2.0,15.14
2.26,11.29,2,1,1,0,1.5,-8.23
5.61,26.78,2,1,1,0,1.5,10.46
8.36,43.63,1,4,1,0,2.5,4.64
2.34,41.32,1,1,1,0,1.0,9.74
8.92,19.68,3,2,1,0,2.5,17.18
14.49,49.09,3,1,1,1,2.0,2.52
13.09,29.74,2,4,1,1,3.0,17.75
11.13,14.51,1,4,1,1,2.5,-9.74
11.87,48.25,3,4,1,1,3.5,-8.18
10.67,14.7,1,4,1,1,2.5,0.23
14.65,25.15,3,1,1,1,2.0,18.67
4.31,49.47,1,2,1,0,1.5,-5.97
8.91,25.92,1,1,1,0,1.0,8.23
4.87,44.39,3,1,1,0,2.0,17.78
12.9,31.85,2,4,1,1,3.0,11.62
3.4,44.76,2,1,1,0,1.5,-4.33
8.48,24.12,1,4,1,0,2.5,15.95
3.31,40.25,2,2,1,0,2.0,8.33
10.04,40.61,2,1,1,1,1.5,11.12
13.51,14.93,3,1,1,1,2.0,11.28
9.75,36.5,2,2,1,0,2.0,-8.59
3.35,5.18,2,1,1,0,1.5,1.33
4.95,18.91,1,4,1,0,2.5,14.68
10.44,30.27,2,1,1,1,1.5,0.26
12.18,38.52,3,4,1,1,3.5,7.84
11.79,10.54,3,1,1,1,2.0,-5.56
8.98,21.43,3,2,1,0,2.5,4.48
6.15,15.08,2,4,1,0,3.0,11.71
5.21,41.64,1,4,1,0,2.5,8.18
9.3,29.78,2,2,1,0,2.0,12.08
7.84,27.0,1,4,1,0,2.5,2.0
5.89,7.5,3,4,1,0,3.5,18.39
9.21,40.73,1,4,1,0,2.5,4.99
9.63,29.16,2,1,1,0,1.5,3.09
14.71,18.48,3,2,1,1,2.5,-0.02
10.85,41.94,3,4,1,1,3.5,14.0
6.78,45.38,2,1,1,0,1.5,9.96
3.09,8.97,1,4,1,0,2.5,14.55
12.45,43.04,2,4,1,1,3.0,17.64
10.19,40.78,3,4,1,1,3.5,13.38
10.69,25.49,1,2,1,1,1.5,9.8
9.34,42.08,3,1,1,0,2.0,-1.14
8.34,20.48,1,1,1,0,1.0,19.55
2.1,11.96,1,2,1,0,1.5,-1.4
10.83,8.57,3,2,1,1,2.5,-3.44
3.81,20.4,3,2,1,0,2.5,5.21
10.12,22.04,2,1,1,1,1.5,7.73
8.17,26.48,2,4,1,0,3.0,5.1
8.14,10.59,2,1,1,0,1.5,-2.89
2.03,10.98,1,4,1,0,2.5,18.76
3.39,27.66,1,1,1,0,1.0,-5.76
14.63,27.87,2,4,1,1,3.0,-0.89
9.8,8.26,1,2,1,0,1.5,18.2
3.25,38.23,2,2,1,0,2.0,3.58
14.08,28.78,3,4,1,1,3.5,-3.68
13.78,45.33,2,4,1,1,3.0,8.1
9.0,8.63,3,1,1,0,2.0,-9.1
12.12,32.94,3,2,1,1,2.5,15.12
12.69,33.28,3,4,1,1,3.5,5.42
12.95,14.82,3,2,1,1,2.5,4.74
10.76,17.98,2,1,1,1,1.5,12.34
9.18,41.53,3,4,1,0,3.5,-9.31
10.72,14.44,1,2,1,1,1.5,13.81
9.36,43.7,1,2,1,0,1.5,4.48
13.1,37.81,1,4,1,1,2.5,15.05
13.8,31.69,1,4,1,1,2.5,-1.4
13.53,45.92,3,4,1,1,3.5,6.78
6.25,26.24,1,2,1,0,1.5,17.98
14.08,47.64,1,1,1,1,1.0,-2.48
7.3,12.08,1,4,1,0,2.5,7.89
3.31,11.08,1,2,1,0,1.5,9.83
7.28,10.55,2,4,1,0,3.0,3.21
5.72,45.65,2,4,1,0,3.0,15.6
12.76,12.25,3,4,1,1,3.5,0.53
8.38,29.29,3,2,1,0,2.5,8.44
5.46,44.63,3,2,1,0,2.5,10.34
11.64,40.54,2,2,1,1,2.0,6.07
10.39,38.91,2,4,1,1,3.0,8.63
8.38,19.91,3,1,1,0,2.0,6.54
6.11,16.84,2,1,1,0,1.5,-2.42
9.61,23.93,3,4,1,0,3.5,5.92
3.72,26.62,3,2,1,0,2.5,8.68
11.82,15.28,1,2,1,1,1.5,-5.22
9.96,28.94,3,2,1,0,2.5,13.19
12.4,11.27,3,1,1,1,2.0,-8.74
11.56,31.55,2,4,1,1,3.0,7.23
6.02,34.0,2,1,1,0,1.5,-1.47
12.51,40.95,1,4,1,1,2.5,10.9
4.73,16.72,1,2,1,0,1.5,3.03
9.72,38.62,2,2,1,0,2.0,11.41
10.61,37.25,3,4,1,1,3.5,2.34
13.72,49.38,3,1,1,1,2.0,11.51
8.34,28.91,1,1,1,0,1.0,-9.4
8.03,36.54,1,2,1,0,1.5,-4.55
14.21,20.17,3,1,1,1,2.0,-6.63
9.74,11.53,2,1,1,0,1.5,11.09
4.27,33.99,3,1,1,0,2.0,15.17
12.75,23.19,1,2,1,1,1.5,9.14
3.39,42.18,3,1,1,0,2.0,15.57
11.05,38.22,2,4,1,1,3.0,12.47
9.99,39.31,1,1,1,0,1.0,12.05
7.28,27.72,1,2,1,0,1.5,8.03
7.47,45.55,2,1,1,0,1.5,-4.11
6.81,30.46,1,1,1,0,1.0,17.39
7.65,9.84,1,4,1,0,2.5,2.24
4.61,47.95,2,1,1,0,1.5,-8.25
3.57,49.63,3,1,1,0,2.0,4.25
11.62,21.66,3,2,1,1,2.5,-5.21
2.87,24.98,2,1,1,0,1.5,9.61
9.22,31.07,2,1,1,0,1.5,12.65
2.82,40.69,1,4,1,0,2.5,16.25
8.58,22.38,2,1,1,0,1.5,4.0
8.45,32.2,3,4,1,0,3.5,-8.62
10.11,39.81,2,1,1,1,1.5,-8.63
8.27,20.23,1,2,1,0,1.5,6.04
14.61,33.11,3,2,1,1,2.5,5.77
7.64,9.57,3,2,1,0,2.5,8.47
4.31,17.88,1,4,1,0,2.5,-7.72
13.41,29.39,3,4,1,1,3.5,14.55
7.67,12.19,1,2,1,0,1.5,9.25
12.8,11.13,3,2,1,1,2.5,-2.18
6.6,6.71,2,4,1,0,3.0,10.47
14.83,44.13,2,1,1,1,1.5,10.19
7.71,14.37,1,4,1,0,2.5,0.3
7.14,12.78,1,2,1,0,1.5,-6.76
14.04,18.14,1,1,1,1,1.0,-5.56
7.61,9.19,2,1,1,0,1.5,-9.98
13.53,47.81,1,4,1,1,2.5,-8.95
12.76,36.26,1,1,1,1,1.0,2.06
4.72,13.82,1,4,1,0,2.5,10.6
6.47,20.08,3,2,1,0,2.5,2.4
4.5,28.44,3,2,1,0,2.5,3.03
14.57,10.84,2,1,1,1,1.5,3.92
2.99,24.35,1,4,1,0,2.5,12.38
11.34,40.13,1,4,1,1,2.5,15.55
12.77,10.73,2,4,1,1,3.0,17.9
2.53,47.66,2,1,1,0,1.5,15.2
9.37,35.56,3,4,1,0,3.5,6.69
14.3,49.57,2,1,1,1,1.5,11.22
3.34,47.52,3,4,1,0,3.5,14.04
11.12,28.06,3,2,1,1,2.5,6.07
4.12,39.43,3,4,1,0,3.5,4.58
2.55,10.87,1,1,1,0,1.0,4.08
3.25,5.23,1,1,1,0,1.0,-1.02
13.53,32.08,1,2,1,1,1.5,3.27
6.29,31.7,2,1,1,0,1.5,-1.94
2.45,7.77,3,1,1,0,2.0,4.39
8.98,9.86,3,4,1,0,3.5,-7.47
8.23,19.81,3,2,1,0,2.5,-6.96
8.68,18.53,1,2,1,0,1.5,6.06
4.43,7.03,3,1,1,0,2.0,1.49
7.0,11.68,2,1,1,0,1.5,4.09
6.34,10.8,1,1,1,0,1.0,2.46
13.58,43.83,3,1,1,1,2.0,-9.12
3.97,5.21,1,4,1,0,2.5,-1.26
7.85,45.51,1,1,1,0,1.0,12.3
11.1,31.12,1,2,1,1,1.5,12.64
13.8,26.13,3,2,1,1,2.5,4.69
7.32,46.07,3,2,1,0,2.5,12.0
13.26,29.78,3,2,1,1,2.5,-5.93
8.74,11.9,1,2,1,0,1.5,11.37
7.19,33.0,2,4,1,0,3.0,5.76
11.99,47.48,1,2,1,1,1.5,3.65
2.31,39.16,2,2,1,0,2.0,18.55
9.34,39.91,1,2,1,0,1.5,9.52
14.68,29.33,2,2,1,1,2.0,-8.26
8.59,6.42,2,4,1,0,3.0,7.89
11.59,42.21,2,2,1,1,2.0,-8.65
6.93,45.73,3,2,1,0,2.5,2.4
9.54,36.48,1,1,1,0,1.0,6.48
3.3,22.58,3,1,1,0,2.0,-1.5
8.07,26.69,3,4,1,0,3.5,16.09
6.42,26.31,2,2,1,0,2.0,16.1
7.41,26.58,2,4,1,0,3.0,7.1
7.86,42.6,3,2,1,0,2.5,-2.43
7.85,34.87,1,4,1,0,2.5,7.54
7.04,15.25,2,4,1,0,3.0,-8.29
14.43,26.94,3,2,1,1,2.5,10.5
10.01,40.0,3,4,1,1,3.5,-6.47
5.57,42.79,1,2,1,0,1.5,-3.39
14.79,31.1,2,4,1,1,3.0,2.79
13.73,10.04,2,2,1,1,2.0,-2.84
7.92,24.53,3,2,1,0,2.5,16.98
9.81,41.85,2,2,1,0,2.0,6.05
10.31,49.11,3,1,1,1,2.0,-7.02
10.0,38.03,2,1,1,0,1.5,18.5
8.56,35.68,1,4,1,0,2.5,3.77
13.58,27.0,2,4,1,1,3.0,7.31
12.25,38.33,2,2,1,1,2.0,15.28
12.22,44.61,1,4,1,1,2.5,-4.27
12.96,39.43,2,2,1,1,2.0,-9.05
6.87,11.39,3,2,1,0,2.5,19.32
2.67,17.29,1,4,1,0,2.5,14.41
3.27,26.64,3,2,1,0,2.5,15.77
13.69,29.41,2,4,1,1,3.0,-1.52
11.39,42.55,2,2,1,1,2.0,1.27
3.45,38.57,2,4,1,0,3.0,-6.62
11.08,20.03,1,2,1,1,1.5,12.76
11.56,29.98,1,2,1,1,1.5,14.11
6.48,34.38,1,4,1,0,2.5,-0.53
6.15,10.56,2,1,1,0,1.5,13.57
5.71,15.76,1,1,1,0,1.0,10.58
11.66,28.61,3,2,1,1,2.5,17.98
12.58,21.7,1,1,1,1,1.0,-4.12
8.54,15.13,1,2,1,0,1.5,0.4
8.01,47.45,3,1,1,0,2.0,-9.94
11.78,9.88,2,4,1,1,3.0,10.92
7.18,47.46,3,4,1,0,3.5,11.16
14.48,42.75,3,1,1,1,2.0,-8.89
3.36,48.65,1,2,1,0,1.5,8.74
5.44,9.72,3,1,1,0,2.0,4.23
6.89,32.9,2,1,1,0,1.5,17.18
12.17,13.22,1,4,1,1,2.5,-6.07
14.08,16.84,1,2,1,1,1.5,6.55
3.63,47.09,3,1,1,0,2.0,5.08
4.24,25.33,1,1,1,0,1.0,5.09
4.05,49.16,3,1,1,0,2.0,14.14
7.38,8.41,1,2,1,0,1.5,18.56
10.02,27.93,3,4,1,1,3.5,14.76
3.45,39.71,3,4,1,0,3.5,-0.83
3.76,31.03,1,2,1,0,1.5,17.16
10.01,49.62,2,2,1,1,2.0,-6.55
11.27,21.54,1,2,1,1,1.5,1.28
4.13,36.95,1,2,1,0,1.5,14.28
12.95,7.9,1,1,1,1,1.0,-4.27
7.13,41.3,3,1,1,0,2.0,0.34
7.47,45.53,1,4,1,0,2.5,3.8
3.01,21.1,2,2,1,0,2.0,12.36
6.1,23.41,3,1,1,0,2.0,16.92
14.02,17.76,2,1,1,1,1.5,13.74
13.74,6.01,2,2,1,1,2.0,13.06
5.21,21.6,3,2,1,0,2.5,-6.58
14.34,35.18,3,4,1,1,3.5,12.65
7.88,46.76,1,2,1,0,1.5,6.5
12.78,33.96,3,2,1,1,2.5,0.82
7.14,48.68,1,4,1,0,2.5,18.83
9.07,11.53,3,1,1,0,2.0,-5.08
10.06,38.84,1,4,1,1,2.5,9.28
5.24,10.67,2,2,1,0,2.0,-1.87
8.67,38.93,1,4,1,0,2.5,15.08
3.86,31.63,3,4,1,0,3.5,0.03
5.66,27.78,3,2,1,0,2.5,-2.65
7.11,39.76,3,2,1,0,2.5,13.07
4.23,30.55,2,4,1,0,3.0,15.57
7.48,26.78,3,2,1,0,2.5,15.04
8.17,17.35,3,2,1,0,2.5,17.16
14.01,24.87,2,4,1,1,3.0,6.26
4.87,7.42,2,2,1,0,2.0,13.79
14.78,48.16,1,1,1,1,1.0,-3.57
8.06,5.99,1,2,1,0,1.5,-8.98
2.38,20.41,2,1,1,0,1.5,6.71
11.18,28.04,1,1,1,1,1.0,9.63
3.8,18.25,1,1,1,0,1.0,6.94
8.42,45.84,1,4,1,0,2.5,-4.38
9.84,16.68,1,2,1,0,1.5,-4.57
3.15,22.74,1,2,1,0,1.5,9.61
5.01,6.43,3,1,1,0,2.0,13.82
5.39,46.81,1,2,1,0,1.5,6.84
11.92,21.81,2,4,1,1,3.0,1.66
13.08,34.12,1,4,1,1,2.5,15.49
8.16,21.44,2,4,1,0,3.0,11.68
4.38,49.83,3,2,1,0,2.5,15.21
7.59,30.52,2,1,1,0,1.5,-1.0
12.19,12.56,2,2,1,1,2.0,8.11
14.43,15.39,2,1,1,1,1.5,3.87
4.53,15.9,3,4,1,0,3.5,4.06
5.28,25.1,2,1,1,0,1.5,-8.61
9.83,37.54,3,4,1,0,3.5,17.49
4.61,27.92,3,1,1,0,2.0,0.41
13.94,41.26,1,4,1,1,2.5,-9.07
12.79,18.73,1,1,1,1,1.0,-4.53
6.88,30.92,3,2,1,0,2.5,-0.67
13.64,44.37,2,1,1,1,1.5,-0.11
11.2,19.0,1,4,1,1,2.5,-7.31
12.33,44.02,1,2,1,1,1.5,4.26
14.06,24.62,3,2,1,1,2.5,7.62
5.5,22.37,3,2,1,0,2.5,12.87
13.26,10.13,3,2,1,1,2.5,7.9
6.46,32.67,1,4,1,0,2.5,-3.44
9.22,12.1,1,1,1,0,1.0,1.18
12.69,9.41,1,2,1,1,1.5,-6.95
5.68,36.9,2,2,1,0,2.0,-4.64
4.29,38.1,2,4,1,0,3.0,5.83
8.71,38.46,2,1,1,0,1.5,17.2
7.14,7.52,3,1,1,0,2.0,10.21
13.4,19.52,2,1,1,1,1.5,7.32
3.76,23.87,2,4,1,0,3.0,2.37
6.39,49.31,3,1,1,0,2.0,6.53
2.85,28.42,1,4,1,0,2.5,14.12
4.16,23.21,1,4,1,0,2.5,-5.12
4.1,20.2,3,2,1,0,2.5,-4.6
8.45,24.49,1,1,1,0,1.0,17.54
8.07,47.57,1,2,1,0,1.5,-9.61
11.31,25.0,1,2,1,1,1.5,-8.82
8.25,28.74,3,1,1,0,2.0,8.94
11.28,32.56,1,2,1,1,1.5,4.65
6.57,15.97,1,2,1,0,1.5,-6.22
3.32,43.79,3,2,1,0,2.5,14.86
9.87,16.16,3,2,1,0,2.5,12.28
11.47,19.86,1,4,1,1,2.5,-7.86
5.11,25.43,1,1,1,0,1.0,7.78
6.08,16.18,2,4,1,0,3.0,15.49
9.93,13.72,2,2,1,0,2.0,-4.13
8.71,15.03,1,2,1,0,1.5,12.27
7.45,34.42,1,1,1,0,1.0,-5.69
3.89,47.15,1,1,1,0,1.0,-5.24
13.84,31.12,2,1,1,1,1.5,17.82
8.38,29.91,2,1,1,0,1.5,-7.6
13.97,46.23,3,4,1,1,3.5,18.29
5.42,14.74,1,1,1,0,1.0,6.94
4.67,42.47,2,4,1,0,3.0,5.64
14.23,39.75,2,1,1,1,1.5,8.74
10.22,35.67,1,1,1,1,1.0,-9.33
8.84,48.79,1,2,1,0,1.5,-4.4
13.85,33.02,3,4,1,1,3.5,-5.51
3.42,48.26,3,4,1,0,3.5,13.4
11.12,6.41,3,2,1,1,2.5,1.79
2.88,41.9,3,1,1,0,2.0,2.5
11.23,5.43,3,1,1,1,2.0,9.93
10.19,45.25,2,1,1,1,1.5,-2.3
7.31,35.84,2,2,1,0,2.0,14.88
10.19,15.7,3,4,1,1,3.5,12.15
5.92,27.33,2,2,1,0,2.0,-0.37
4.35,35.12,3,2,1,0,2.5,8.66
12.3,31.59,1,1,1,1,1.0,10.44
3.23,45.12,1,4,1,0,2.5,-9.24
6.19,46.56,1,1,1,0,1.0,9.08
11.29,46.19,2,2,1,1,2.0,-6.79
2.29,12.25,3,4,1,0,3.5,-1.67
3.71,27.02,1,2,1,0,1.5,-2.63
5.21,40.92,3,1,1,0,2.0,6.88
4.69,25.68,2,2,1,0,2.0,8.97
11.92,30.32,1,2,1,1,1.5,-5.65
3.94,10.65,1,2,1,0,1.5,3.66
3.47,26.23,1,2,1,0,1.5,-2.49
10.81,22.73,1,2,1,1,1.5,-0.84
4.38,49.8,3,4,1,0,3.5,-9.47
7.03,32.04,2,2,1,0,2.0,13.66
9.71,35.46,1,4,1,0,2.5,16.0
12.55,39.31,3,2,1,1,2.5,7.63
14.48,32.37,1,2,1,1,1.5,12.28
4.91,27.86,1,1,1,0,1.0,7.02
10.29,19.31,3,2,1,1,2.5,-1.25
7.23,7.8,2,4,1,0,3.0,6.76
9.55,8.09,2,1,1,0,1.5,7.82
6.48,23.66,3,2,1,0,2.5,-7.53
8.81,21.58,1,2,1,0,1.5,18.41
3.85,36.1,3,4,1,0,3.5,-8.07
8.94,31.07,3,4,1,0,3.5,7.68
3.31,40.22,3,2,1,0,2.5,-4.79
14.64,28.04,1,1,1,1,1.0,-4.05
3.46,30.65,3,4,1,0,3.5,17.01
13.4,19.15,3,1,1,1,2.0,11.43
7.92,37.68,1,2,1,0,1.5,9.66
3.42,20.99,2,1,1,0,1.5,9.73
10.8,18.31,3,2,1,1,2.5,10.56
10.15,34.82,2,4,1,1,3.0,16.99
2.18,28.07,2,2,1,0,2.0,5.65
10.27,22.96,3,2,1,1,2.5,9.92
11.31,26.46,3,1,1,1,2.0,11.79
8.64,44.63,1,2,1,0,1.5,2.04
3.19,24.26,2,2,1,0,2.0,4.29
8.31,29.46,3,1,1,0,2.0,9.28
11.49,28.78,3,1,1,1,2.0,9.39
14.14,28.13,3,1,1,1,2.0,15.32
14.04,30.63,3,2,1,1,2.5,3.09
13.3,10.6,2,1,1,1,1.5,-2.38
2.49,9.77,2,1,1,0,1.5,-5.85
10.36,25.95,3,4,1,1,3.5,16.71
7.82,35.92,2,4,1,0,3.0,15.57
12.41,18.95,3,2,1,1,2.5,-3.07
10.34,39.75,1,4,1,1,2.5,-8.32
14.88,25.38,3,2,1,1,2.5,15.41
3.2,17.81,2,4,1,0,3.0,17.0
11.42,27.99,1,4,1,1,2.5,-4.46
2.32,11.7,2,1,1,0,1.5,-3.82
13.34,10.7,1,4,1,1,2.5,15.19
14.45,45.77,2,1,1,1,1.5,-8.26
10.73,13.66,2,1,1,1,1.5,-9.8
9.95,48.31,1,2,1,0,1.5,2.99
11.02,19.87,1,4,1,1,2.5,-0.05
10.32,40.84,3,2,1,1,2.5,-0.12
11.84,23.35,1,4,1,1,2.5,-5.4
13.19,33.53,2,1,1,1,1.5,-0.33
6.0,22.35,2,1,1,0,1.5,0.49
11.98,8.95,2,1,1,1,1.5,5.64
6.21,42.6,3,4,1,0,3.5,4.71
12.98,46.47,2,1,1,1,1.5,-9.33
7.22,49.69,3,4,1,0,3.5,-8.56
11.28,10.6,1,4,1,1,2.5,5.52
10.07,26.32,3,1,1,1,2.0,-5.75
9.36,13.74,3,1,1,0,2.0,-0.91
9.92,14.11,3,4,1,0,3.5,-1.48
14.44,31.34,3,4,1,1,3.5,11.4
2.5,41.57,2,4,1,0,3.0,-8.51
2.13,22.0,1,1,1,0,1.0,-4.76
6.62,21.58,3,1,1,0,2.0,3.61
4.96,46.61,2,4,1,0,3.0,2.63
7.76,38.84,1,4,1,0,2.5,-3.08
14.06,31.06,1,2,1,1,1.5,-1.64
11.03,22.84,2,1,1,1,1.5,2.43
13.66,12.38,3,4,1,1,3.5,-6.82
5.32,43.23,3,1,1,0,2.0,-5.3
13.86,6.74,1,4,1,1,2.5,19.78
2.53,24.21,1,1,1,0,1.0,-0.9
4.15,18.24,3,2,1,0,2.5,-2.44
4.53,12.32,3,4,1,0,3.5,6.47
7.8,42.79,2,1,1,0,1.5,19.41
4.74,22.66,2,2,1,0,2.0,15.73
6.68,33.68,2,2,1,0,2.0,6.05
9.92,13.41,3,4,1,0,3.5,-7.57
3.08,13.61,3,2,1,0,2.5,8.33
12.16,16.87,2,1,1,1,1.5,15.57
9.95,22.37,3,4,1,0,3.5,7.28
14.57,12.76,2,2,1,1,2.0,12.13
4.13,29.74,1,4,1,0,2.5,-5.66
4.19,7.39,1,2,1,0,1.5,-4.98
14.91,35.79,1,4,1,1,2.5,-3.52
12.62,7.64,2,4,1,1,3.0,-3.78
12.27,9.92,2,2,1,1,2.0,18.18
14.2,8.37,3,1,1,1,2.0,-9.16
6.43,39.56,1,2,1,0,1.5,1.01
2.03,8.62,3,2,1,0,2.5,3.63
5.07,45.57,2,1,1,0,1.5,14.81
4.79,32.65,1,2,1,0,1.5,10.95
5.4,36.15,1,1,1,0,1.0,8.22
7.46,27.63,1,2,1,0,1.5,0.45
12.82,22.68,3,1,1,1,2.0,11.35
5.1,5.78,1,1,1,0,1.0,9.8
3.1,47.96,2,2,1,0,2.0,-6.09
5.17,33.57,2,4,1,0,3.0,4.95
10.75,41.89,2,1,1,1,1.5,14.15
7.52,13.82,3,1,1,0,2.0,6.12
7.88,8.19,3,2,1,0,2.5,15.77
5.95,7.26,2,2,1,0,2.0,0.92
14.66,5.35,1,2,1,1,1.5,-1.29
10.08,46.59,1,1,1,1,1.0,-5.79
8.83,10.54,1,1,1,0,1.0,13.72
6.26,18.0,1,4,1,0,2.5,11.41
9.27,15.01,3,4,1,0,3.5,-6.59
12.72,17.75,1,1,1,1,1.0,-2.95
12.6,27.19,2,1,1,1,1.5,14.7
4.75,23.67,2,1,1,0,1.5,13.68
5.74,41.39,3,2,1,0,2.5,12.49
14.19,30.39,2,2,1,1,2.0,16.97
8.77,13.86,1,2,1,0,1.5,18.51
10.43,9.91,3,2,1,1,2.5,15.65
14.58,40.8,3,4,1,1,3.5,8.42
10.3,41.66,1,2,1,1,1.5,0.87
8.0,23.88,1,4,1,0,2.5,18.96
9.9,42.38,3,4,1,0,3.5,15.72
8.51,49.75,3,4,1,0,3.5,16.37
6.63,12.73,3,2,1,0,2.5,7.33
7.76,13.46,2,4,1,0,3.0,19.31
13.75,47.92,2,4,1,1,3.0,17.49
5.23,41.67,2,2,1,0,2.0,-2.08
10.9,7.78,2,4,1,1,3.0,-0.41
9.11,18.29,1,2,1,0,1.5,16.54
8.63,26.7,1,2,1,0,1.5,-4.84
7.96,35.41,3,4,1,0,3.5,-1.27
10.11,29.6,1,4,1,1,2.5,-0.37
12.16,8.68,3,1,1,1,2.0,3.06
14.86,9.16,2,1,1,1,1.5,15.73
6.23,37.52,3,2,1,0,2.5,-2.74
2.17,42.41,3,4,1,0,3.5,5.2
7.0,31.74,3,1,1,0,2.0,7.32
12.33,24.39,2,2,1,1,2.0,15.64
6.27,33.45,1,2,1,0,1.5,-5.48
2.05,13.03,1,1,1,0,1.0,0.67
14.71,35.8,2,4,1,1,3.0,0.92
9.66,42.97,3,1,1,0,2.0,2.56
9.74,30.54,3,4,1,0,3.5,1.56
10.48,49.61,2,1,1,1,1.5,-5.45
5.2,31.89,3,4,1,0,3.5,14.44
9.61,48.97,2,1,1,0,1.5,16.67
4.94,47.88,1,4,1,0,2.5,16.83
9.62,45.51,2,2,1,0,2.0,19.97
10.5,32.04,2,2,1,1,2.0,13.79
12.13,43.06,3,1,1,1,2.0,-7.28
5.09,9.06,2,2,1,0,2.0,8.17
10.18,36.65,3,1,1,1,2.0,-1.92
9.76,46.8,1,1,1,0,1.0,3.35
9.69,42.08,1,4,1,0,2.5,-5.28
12.73,44.8,3,2,1,1,2.5,15.14
5.3,12.21,1,4,1,0,2.5,1.63
7.18,25.83,2,4,1,0,3.0,-9.81
14.0,40.91,2,2,1,1,2.0,2.49
13.94,23.62,2,1,1,1,1.5,10.63
6.28,24.91,3,4,1,0,3.5,2.87
2.29,18.33,3,4,1,0,3.5,-6.74
5.87,43.55,1,2,1,0,1.5,12.84
9.7,35.43,3,4,1,0,3.5,7.11
13.47,35.96,2,2,1,1,2.0,18.86
4.65,41.1,3,1,1,0,2.0,-8.94
3.9,16.25,3,1,1,0,2.0,-6.12
9.57,23.24,2,2,1,0,2.0,-8.43
6.96,45.41,2,1,1,0,1.5,8.77
13.37,15.12,3,2,1,1,2.5,10.23
3.41,40.88,1,4,1,0,2.5,-9.23
2.49,49.61,2,1,1,0,1.5,9.25
6.17,20.48,3,1,1,0,2.0,17.81
8.21,9.43,2,4,1,0,3.0,3.35
12.32,13.54,3,1,1,1,2.0,19.27
7.88,43.21,3,1,1,0,2.0,10.26
2.57,31.75,1,1,1,0,1.0,4.9
6.36,29.96,1,2,1,0,1.5,4.89
13.65,37.76,2,1,1,1,1.5,-3.89
14.17,29.45,2,4,1,1,3.0,6.48
7.0,18.65,1,2,1,0,1.5,-2.64
2.08,17.58,3,4,1,0,3.5,15.34
12.58,34.36,1,1,1,1,1.0,-1.31
14.9,49.33,2,2,1,1,2.0,-0.56
14.42,24.14,1,2,1,1,1.5,1.54
3.72,6.28,3,1,1,0,2.0,8.09
14.9,32.38,2,4,1,1,3.0,-9.78
4.62,44.89,1,1,1,0,1.0,14.99
14.67,12.17,2,2,1,1,2.0,-4.41
11.94,33.78,3,1,1,1,2.0,12.04
8.57,11.65,1,4,1,0,2.5,-9.41
10.7,31.63,1,1,1,1,1.0,-0.22
8.89,24.18,1,4,1,0,2.5,8.85
6.99,6.28,1,4,1,0,2.5,11.03
2.07,14.47,2,1,1,0,1.5,19.61
14.29,5.32,2,1,1,1,1.5,6.23
2.66,43.16,3,4,1,0,3.5,-3.74
9.07,26.53,1,4,1,0,2.5,17.55
8.17,14.6,1,4,1,0,2.5,5.21
13.57,47.9,1,4,1,1,2.5,-6.67
12.67,47.73,2,2,1,1,2.0,-6.15
4.11,47.73,2,4,1,0,3.0,4.59
2.03,21.23,1,4,1,0,2.5,9.19
7.96,33.19,1,2,1,0,1.5,-9.37
5.5,13.36,3,4,1,0,3.5,4.84
4.12,20.81,3,2,1,0,2.5,6.27
6.93,18.78,3,1,1,0,2.0,13.64
13.24,21.75,1,4,1,1,2.5,4.95
3.36,15.68,3,2,1,0,2.5,0.13
3.68,9.89,2,2,1,0,2.0,6.45
8.01,36.44,2,4,1,0,3.0,-9.59
6.87,29.18,1,1,1,0,1.0,4.42
4.02,29.89,2,2,1,0,2.0,6.79
12.15,36.67,1,2,1,1,1.5,14.57
7.16,25.47,1,1,1,0,1.0,9.67
11.87,39.75,1,2,1,1,1.5,19.43
14.79,23.32,1,1,1,1,1.0,-4.14
8.85,17.02,3,2,1,0,2.5,9.78
7.65,39.98,2,1,1,0,1.5,3.97
3.22,10.81,1,4,1,0,2.5,-1.21
10.17,12.75,2,4,1,1,3.0,-5.89
11.02,9.99,1,2,1,1,1.5,10.62
2.71,26.1,2,4,1,0,3.0,-1.11
6.09,5.33,3,4,1,0,3.5,18.09
9.9,37.18,3,1,1,0,2.0,7.92
